feature,mean_importance
smoking_history_former,-2.7755575615628915e-18
heart_disease,0.0
gender_Female,0.0
gender_Male,0.0
gender_Other,0.0
smoking_history_No Info,0.0
smoking_history_current,0.0
smoking_history_ever,0.0
smoking_history_never,0.0
smoking_history_not current,0.0
hypertension,0.0015849087579319244
bmi,0.0018035787934344238
age,0.01976446350182555
blood_glucose_level,1.1443817114796169
HbA1c_level,1.3624362464180009
