feature,mean_importance
smoking_history_ever,-1.9133495242490417e-06
gender_Female,0.0
gender_Male,0.0
gender_Other,0.0
smoking_history_current,0.0
smoking_history_former,0.0
smoking_history_never,0.0
smoking_history_not current,0.0
smoking_history_No Info,0.00011473789755821195
heart_disease,0.0002297743990548995
hypertension,0.0010535242924483656
bmi,0.005624437217296977
age,0.018387331649639578
blood_glucose_level,0.24121597394523225
HbA1c_level,0.8710309336733513
